id,risk_level,risk_dir,source_path,audited_path,issue_count,changes_applied
NPP_0124,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0124.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0124.json,0,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0125,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0125.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0125.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0126,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0126.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0126.json,1,
NPP_0127,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0127.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0127.json,0,
NPP_0128,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0128.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0128.json,0,
NPP_0129,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0129.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0129.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0130,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0130.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0130.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0131,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0131.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0131.json,0,
NPP_0133,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0133.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0133.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0134,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0134.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0134.json,0,
NPP_0135,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0135.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0135.json,1,metrics.binding_energy：将条件说明从 unit 移入 interpretation
NPP_0136,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0136.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0136.json,0,
NPP_0139,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0139.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0139.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0140,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0140.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0140.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0141,P1,P1_must_fix,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0141.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P1_must_fix\NPP_0141.json,1,第 7 步：action 由 'physical_argument' 规范为 'verification'
NPP_0142,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0142.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0142.json,0,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0143,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0143.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0143.json,1,metrics.binding_energy_difference：将条件说明从 unit 移入 interpretation
NPP_0144,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0144.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0144.json,1,metrics.binding_energy：将条件说明从 unit 移入 interpretation
NPP_0145,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0145.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0145.json,0,
NPP_0146,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0146.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0146.json,0,
NPP_0147,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0147.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0147.json,0,
NPP_0148,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0148.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0148.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0149,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0149.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0149.json,0,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0150,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0150.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0150.json,0,
NPP_0151,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0151.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0151.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0152,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0152.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0152.json,1,metrics.result_3：将条件说明从 unit 移入 interpretation
NPP_0153,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0153.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0153.json,2,
NPP_0154,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0154.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0154.json,1,
NPP_0155,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0155.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0155.json,1,metrics.reac：将条件说明从 unit 移入 interpretation
NPP_0156,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0156.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0156.json,0,
NPP_0157,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0157.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0157.json,0,
NPP_0158,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0158.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0158.json,0,
NPP_0160,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0160.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0160.json,1,metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0161,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0161.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0161.json,1,metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0162,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0162.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0162.json,0,
NPP_0163,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0163.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0163.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0164,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0164.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0164.json,0,
NPP_0165,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0165.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0165.json,0,
NPP_0166,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0166.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0166.json,0,
NPP_0167,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0167.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0167.json,0,
NPP_0168,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0168.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0168.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0169,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0169.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0169.json,1,
NPP_0170,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0170.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0170.json,0,
NPP_0171,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0171.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0171.json,0,
NPP_0172,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0172.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0172.json,1,metrics.result_3：将条件说明从 unit 移入 interpretation
NPP_0173,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0173.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0173.json,0,
NPP_0174,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0174.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0174.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0175,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0175.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0175.json,0,
NPP_0176,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0176.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0176.json,2,metrics.2：将条件说明从 unit 移入 interpretation | metrics.2___pot：将条件说明从 unit 移入 interpretation
NPP_0177,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0177.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0177.json,3,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0178,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0178.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0178.json,1,metrics.neutron_skin_thickness：将条件说明从 unit 移入 interpretation
NPP_0179,P1,P1_must_fix,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0179.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P1_must_fix\NPP_0179.json,2,第 3 步：补充缺失 error_reason
NPP_0180,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0180.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0180.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0181,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0181.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0181.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0182,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0182.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0182.json,0,
NPP_0183,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0183.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0183.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0184,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0184.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0184.json,1,metrics.result_1：将条件说明从 unit 移入 interpretation
NPP_0185,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0185.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0185.json,0,
NPP_0186,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0186.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0186.json,2,metrics.result_1：将条件说明从 unit 移入 interpretation | metrics.result_2：将条件说明从 unit 移入 interpretation
NPP_0187,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0187.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0187.json,0,
NPP_0188,PASS,PASS,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0188.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\PASS\NPP_0188.json,0,
NPP_0189,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0189.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0189.json,1,
NPP_0196,P0,P0_reject_replace,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0196.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P0_reject_replace\NPP_0196.json,5,metrics.half_life：将条件说明从 unit 移入 interpretation | metrics.preformation_probability：将条件说明从 unit 移入 interpretation
NPP_0213,P3,P3_polish,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0213.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P3_polish\NPP_0213.json,2,metrics.P：将条件说明从 unit 移入 interpretation | metrics.T__1_2：将条件说明从 unit 移入 interpretation
NPP_0228,P2,P2_review_needed,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0228.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research_audited\P2_review_needed\NPP_0228.json,4,metrics.half_life：将条件说明从 unit 移入 interpretation
