id,subdomain,source_doi,risk_level,risk_label,issue_count,recommended_action,num_steps,invalid_steps,title,parsed_title,file_path,parsed_path
NPP_0045,alpha_decay_shell_model,1_CESM_Id_Betan_2012,P3,格式清理,2,批量清理格式和文本问题。,11,0,Alpha Decay in the Complex Energy Shell Model,Alpha Decay in the Complex Energy Shell Model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0045.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\1_CESM_Id_Betan_2012.md
NPP_0049,alpha_decay_shell_model,5_NCSM_cluster_2026,P3,格式清理,2,批量清理格式和文本问题。,17,0,Theoretical Studies of $\alpha$ Clustering in Nuclei and Beyond,Theoretical Studies of $\alpha$ Clustering in Nuclei and Beyond,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0049.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\5_NCSM_cluster_2026.md
NPP_0058,alpha_decay_shell_model,arxiv_1102.2803,P3,格式清理,1,批量清理格式和文本问题。,17,0,Alpha Decay of Superheavy Nuclei,Alpha Decay of Superheavy Nuclei,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0058.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\arxiv_1102.2803.md
NPP_0060,alpha_decay_shell_model,arxiv_1208.1422,P3,格式清理,1,批量清理格式和文本问题。,19,4,Alpha Decay in the Complex Energy Shell Model,Alpha Decay in the Complex Energy Shell Model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0060.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_1208.1422.md
NPP_0061,alpha_decay_shell_model,arxiv_1411.3152,P3,格式清理,1,批量清理格式和文本问题。,18,1,Pairing gaps and Fermi energies at scission for $2 9 6$ Lv alpha-decay,Pairing gaps and Fermi energies at scission for $2 9 6$ Lv alpha-decay,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0061.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\arxiv_1411.3152.md
NPP_0071,alpha_decay_shell_model,arxiv_nucl-th_0008019,P3,格式清理,2,批量清理格式和文本问题。,17,0,REFERENCES,REFERENCES,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0071.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\arxiv_nucl-th_0008019.md
NPP_0072,alpha_decay_shell_model,arxiv_nucl-th_0110010,P3,格式清理,1,批量清理格式和文本问题。,23,7,Applications of semiempirical shell model masses based on magic proton number Z = 126 to superheavy nuclei,Applications of semiempirical shell model masses based on magic proton number Z = 126 to superheavy nuclei,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0072.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\arxiv_nucl-th_0110010.md
NPP_0075,alpha_decay_cluster_model,arxiv_1111.1948,P3,格式清理,1,批量清理格式和文本问题。,16,0,Decay studies of 288−287115 alpha-decay chains,Decay studies of 288−287115 alpha-decay chains,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0075.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_1111.1948.md
NPP_0077,alpha_decay_cluster_model,arxiv_1311.2790,P3,格式清理,4,批量清理格式和文本问题。,18,1,Heavy particle radioactivity from superheavy nuclei leading to 298114 daughter nuclei,Heavy particle radioactivity from superheavy nuclei leading to 298114 daughter nuclei,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0077.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_1311.2790.md
NPP_0082,alpha_decay_cluster_model,arxiv_2307.01706,P3,格式清理,1,批量清理格式和文本问题。,20,3,Cluster decay dynamics of Actinides yielding non-Pb-daughter,Cluster decay dynamics of Actinides yielding non-Pb-daughter,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0082.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_2307.01706.md
NPP_0085,alpha_decay_cluster_model,arxiv_2507.19091,P3,格式清理,2,批量清理格式和文本问题。,11,1,Bayesian optimization and nonlocal effects method for α decay of superheavy nuclei based on CPPM,Bayesian optimization and nonlocal effects method for α decay of superheavy nuclei based on CPPM,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0085.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_2507.19091.md
NPP_0087,alpha_decay_cluster_model,arxiv_2511.14705,P3,格式清理,2,批量清理格式和文本问题。,16,1,Systematic Study on the $\alpha$ -particle preformation factor in the theory of $\alpha$ -decay based on the Tabular Prior-data Fitted Network (TabPFN),Systematic Study on the $\alpha$ -particle preformation factor in the theory of $\alpha$ -decay based on the Tabular Prior-data Fitted Network (TabPFN),D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0087.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_2511.14705.md
NPP_0091,alpha_decay_double_folding,arxiv_0802.4161,P3,格式清理,1,批量清理格式和文本问题。,17,1,NUCLEAR HALF-LIVES FOR ALPHA RADIOACTIVITY OF ELEMENTS WITH,NUCLEAR HALF-LIVES FOR ALPHA RADIOACTIVITY OF ELEMENTS WITH,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0091.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_0802.4161.md
NPP_0093,alpha_decay_double_folding,arxiv_0806.0713,P3,格式清理,1,批量清理格式和文本问题。,17,0,Spectroscopic factors for alpha decay in the $N _ { p } N _ { n }$ scheme,Spectroscopic factors for alpha decay in the $N _ { p } N _ { n }$ scheme,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0093.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_0806.0713.md
NPP_0094,alpha_decay_double_folding,arxiv_0811.1619,P3,格式清理,1,批量清理格式和文本问题。,11,0,Alpha decay chains from superheavy nuclei,Alpha decay chains from superheavy nuclei,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0094.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_0811.1619.md
NPP_0099,alpha_decay_double_folding,arxiv_1901.09020,P3,格式清理,1,批量清理格式和文本问题。,17,0,Critical view of nonlocal nuclear potentials in alpha decay,Critical view of nonlocal nuclear potentials in alpha decay,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0099.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_1901.09020.md
NPP_0101,alpha_decay_double_folding,arxiv_2111.05604,P3,格式清理,2,批量清理格式和文本问题。,17,1,Calculations of the alpha decay half-lives of some Polonium isotopes using the double folding model,Calculations of the alpha decay half-lives of some Polonium isotopes using the double folding model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0101.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_2111.05604.md
NPP_0103,alpha_decay_double_folding,arxiv_2601.21317,P3,格式清理,2,批量清理格式和文本问题。,17,1,Competing decay modes and stability analysis of superheavy nuclei with $Z = 1 2 0$ using relativistic mean-field approach,Competing decay modes and stability analysis of superheavy nuclei with $Z = 1 2 0$ using relativistic mean-field approach,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0103.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_2601.21317.md
NPP_0104,alpha_decay_double_folding,arxiv_nucl-th_0512041,P3,格式清理,3,批量清理格式和文本问题。,15,1,Predictions of $\alpha$ -decay half-lives based on potentials from self-consistent mean-field models,Predictions of $\alpha$ -decay half-lives based on potentials from self-consistent mean-field models,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0104.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_nucl-th_0512041.md
NPP_0105,alpha_decay_double_folding,arxiv_nucl-th_0206035,P3,格式清理,2,批量清理格式和文本问题。,18,1,Folding model analysis of alpha radioactivity,Folding model analysis of alpha radioactivity,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0105.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_nucl-th_0206035.md
NPP_0108,alpha_decay_double_folding,arxiv_nucl-th_0607060,P3,格式清理,1,批量清理格式和文本问题。,17,5,$\alpha$ decay half-lives of new superheavy nuclei within a generalized liquid drop model,$\alpha$ decay half-lives of new superheavy nuclei within a generalized liquid drop model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0108.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_nucl-th_0607060.md
NPP_0115,deep_learning_nuclear,arxiv_1904.00057,P3,格式清理,1,批量清理格式和文本问题。,9,0,Statistical learnability of nuclear masses,Statistical learnability of nuclear masses,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0115.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_1904.00057.md
NPP_0118,deep_learning_nuclear,arxiv_2002.08218,P3,格式清理,1,批量清理格式和文本问题。,17,0,Estimations of First $2 ^ { + }$ Energy States of Even-even,Estimations of First $2 ^ { + }$ Energy States of Even-even,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0118.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2002.08218.md
NPP_0125,deep_learning_nuclear,arxiv_2207.03828,P3,格式清理,2,批量清理格式和文本问题。,10,0,Machine Learning for the Prediction of Converged Energies from Ab Initio Nuclear Structure Calculations,Machine Learning for the Prediction of Converged Energies from Ab Initio Nuclear Structure Calculations,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0125.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2207.03828.md
NPP_0130,deep_learning_nuclear,arxiv_2310.05256,P3,格式清理,1,批量清理格式和文本问题。,17,0,Precise neural network predictions of energies and radii from the no-core shell model,Precise neural network predictions of energies and radii from the no-core shell model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0130.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2310.05256.md
NPP_0133,deep_learning_nuclear,arxiv_2401.02824,P3,格式清理,2,批量清理格式和文本问题。,13,1,Nuclear mass predictions using machine learning models,Nuclear mass predictions using machine learning models,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0133.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2401.02824.md
NPP_0135,deep_learning_nuclear,arxiv_2411.19470,P3,格式清理,1,批量清理格式和文本问题。,18,1,Deep learning for nuclear masses in deformed relativistic Hartree-Bogoliubov theory in continuum,Deep learning for nuclear masses in deformed relativistic Hartree-Bogoliubov theory in continuum,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0135.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2411.19470.md
NPP_0139,deep_learning_nuclear,arxiv_2504.09013,P3,格式清理,1,批量清理格式和文本问题。,15,0,Quantifying uncertainty in machine learning on nuclear binding energy,Quantifying uncertainty in machine learning on nuclear binding energy,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0139.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2504.09013.md
NPP_0140,deep_learning_nuclear,arxiv_2505.10750,P3,格式清理,2,批量清理格式和文本问题。,9,0,Probing the refined performance of the Categorical-Boosting algorithm to the Hartree-Fock-Bogoliubov mass model with different Skyrme forces,Probing the refined performance of the Categorical-Boosting algorithm to the Hartree-Fock-Bogoliubov mass model with different Skyrme forces,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0140.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2505.10750.md
NPP_0143,deep_learning_nuclear,arxiv_2510.11815,P3,格式清理,1,批量清理格式和文本问题。,18,5,The mass of $^ \mathrm { 1 0 1 }$ Sn and Bayesian extrapolations to the proton drip line,The mass of $^ \mathrm { 1 0 1 }$ Sn and Bayesian extrapolations to the proton drip line,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0143.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2510.11815.md
NPP_0144,deep_learning_nuclear,arxiv_2602.11193,P3,格式清理,1,批量清理格式和文本问题。,13,0,Addressing the ground state of the deuteron by physics-informed neural networks,Addressing the ground state of the deuteron by physics-informed neural networks,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0144.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2602.11193.md
NPP_0148,deep_learning_nuclear,arxiv_2604.08253,P3,格式清理,1,批量清理格式和文本问题。,14,0,High-precision ab initio nuclear theory: Learning to overcome model-space limitations,High-precision ab initio nuclear theory: Learning to overcome model-space limitations,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0148.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2604.08253.md
NPP_0151,nuclear_scattering,arxiv_0806.0756,P3,格式清理,1,批量清理格式和文本问题。,17,0,The Folding Deuteron Optical Model Potentials,The Folding Deuteron Optical Model Potentials,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0151.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_0806.0756.md
NPP_0152,nuclear_scattering,arxiv_0911.3991,P3,格式清理,1,批量清理格式和文本问题。,16,2,Global Optical Potential for the Elastic Scattering of $_ 6$ He at Low Energies,Global Optical Potential for the Elastic Scattering of $_ 6$ He at Low Energies,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0152.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_0911.3991.md
NPP_0155,nuclear_scattering,arxiv_1303.1368,P3,格式清理,1,批量清理格式和文本问题。,17,0,"Total reaction cross section $\sigma _ { \mathrm { r e a c } }$ of $\alpha$ -induced reactions from elastic scattering: the example $^ { 1 4 0 } \mathbf { C e } ( \alpha , \alpha ) ^ { 1 4 0 } \mathbf { C e }$","Total reaction cross section $\sigma _ { \mathrm { r e a c } }$ of $\alpha$ -induced reactions from elastic scattering: the example $^ { 1 4 0 } \mathbf { C e } ( \alpha , \alpha ) ^ { 1 4 0 } \mathbf { C e }$",D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0155.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1303.1368.md
NPP_0160,nuclear_scattering,arxiv_1604.08635,P3,格式清理,1,批量清理格式和文本问题。,23,6,Statistical Hauser-Feshbach theory with width fluctuation correction including direct reaction channels for neutron induced reaction at low energies,Statistical Hauser-Feshbach theory with width fluctuation correction including direct reaction channels for neutron induced reaction at low energies,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0160.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1604.08635.md
NPP_0161,nuclear_scattering,arxiv_1605.05455,P3,格式清理,1,批量清理格式和文本问题。,17,0,Comment on ”Solution of the $\alpha$ -Potential Mystery in the $\gamma$ Process and Its Impact on the Nd/Sm Ratio in Meteorites”,Comment on ”Solution of the $\alpha$ -Potential Mystery in the $\gamma$ Process and Its Impact on the Nd/Sm Ratio in Meteorites”,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0161.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1605.05455.md
NPP_0163,nuclear_scattering,arxiv_1704.06719,P3,格式清理,1,批量清理格式和文本问题。,15,0,The neutron-skin thickness of $^ { 4 8 }$ Ca from a nonlocal-dispersive-optical-model analysis,The neutron-skin thickness of $^ { 4 8 }$ Ca from a nonlocal-dispersive-optical-model analysis,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0163.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1704.06719.md
NPP_0168,nuclear_scattering,arxiv_2006.00024,P3,格式清理,1,批量清理格式和文本问题。,18,2,Isotopically resolved neutron total cross sections at intermediate energies,Isotopically resolved neutron total cross sections at intermediate energies,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0168.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2006.00024.md
NPP_0169,nuclear_scattering,arxiv_2006.03885,P3,格式清理,1,批量清理格式和文本问题。,18,1,Successful prediction of total $\alpha$ -induced reaction cross sections at astrophysically relevant sub-Coulomb energies using a novel approach,Successful prediction of total $\alpha$ -induced reaction cross sections at astrophysically relevant sub-Coulomb energies using a novel approach,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0169.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2006.03885.md
NPP_0172,nuclear_scattering,arxiv_2206.07939,P3,格式清理,1,批量清理格式和文本问题。,17,6,Incomplete absorption reactions at high energy,Incomplete absorption reactions at high energy,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0172.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2206.07939.md
NPP_0174,nuclear_scattering,arxiv_2211.12113,P3,格式清理,2,批量清理格式和文本问题。,17,0,"Role of neutron transfer in the reaction mechanism of 9Be+169Tm, 181Ta, 187Re and 197Au systems","Role of neutron transfer in the reaction mechanism of 9Be+169Tm, 181Ta, 187Re and 197Au systems",D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0174.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2211.12113.md
NPP_0176,nuclear_scattering,arxiv_2402.19008,P3,格式清理,2,批量清理格式和文本问题。,12,0,Investigation of the determination of nuclear deformation using high-energy heavy-ion scattering,Investigation of the determination of nuclear deformation using high-energy heavy-ion scattering,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0176.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2402.19008.md
NPP_0178,nuclear_scattering,arxiv_2409.19438,P3,格式清理,1,批量清理格式和文本问题。,15,1,Investigating the weak charge of $4 8$ Ca using a dispersive optical model,Investigating the weak charge of $4 8$ Ca using a dispersive optical model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0178.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2409.19438.md
NPP_0180,nuclear_scattering,arxiv_2504.01433,P3,格式清理,1,批量清理格式和文本问题。,16,2,Reaction and interaction nucleus-nucleus cross sections in the complete Glauber theory,Reaction and interaction nucleus-nucleus cross sections in the complete Glauber theory,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0180.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2504.01433.md
NPP_0181,nuclear_scattering,arxiv_2512.08097,P3,格式清理,2,批量清理格式和文本问题。,17,0,Wavefunction-Based Emulation of Coupled-Channels Scattering with Non-Affinely Parametrized Interactions,Wavefunction-Based Emulation of Coupled-Channels Scattering with Non-Affinely Parametrized Interactions,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0181.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2512.08097.md
NPP_0183,nuclear_scattering,arxiv_nucl-th_0010006,P3,格式清理,1,批量清理格式和文本问题。,19,6,Unified optical-model approach to low-energy antiproton annihilation on nuclei and to antiprotonic atoms,Unified optical-model approach to low-energy antiproton annihilation on nuclei and to antiprotonic atoms,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0183.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-th_0010006.md
NPP_0184,nuclear_scattering,arxiv_nucl-th_0106063,P3,格式清理,1,批量清理格式和文本问题。,14,1,Physics of Antiproton Nuclear Interactions near Threshold,Physics of Antiproton Nuclear Interactions near Threshold,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0184.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-th_0106063.md
NPP_0186,nuclear_scattering,arxiv_nucl-th_0212098,P3,格式清理,2,批量清理格式和文本问题。,7,0,NUCLEON-NUCLEUS REAL POTENTIAL OF,NUCLEON-NUCLEUS REAL POTENTIAL OF,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0186.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-th_0212098.md
NPP_0213,ml_alpha_halflife,arxiv_2504.02487,P3,格式清理,2,批量清理格式和文本问题。,11,1,Hybrid neural network method of a multilayer perceptron and autoencoder for $\alpha$ -particle preformation factor in $\alpha$ -decay theory,Hybrid neural network method of a multilayer perceptron and autoencoder for $\alpha$ -particle preformation factor in $\alpha$ -decay theory,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0213.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\机器学习_alpha半衰期\arxiv_2504.02487.md
NPP_0001,alpha_decay_wkb,arxiv_0708.4355,PASS,通过,0,无。,17,1,Quantum tunneling in $2 7 7$ 112 and its $\alpha$ -decay chain,Quantum tunneling in $2 7 7$ 112 and its $\alpha$ -decay chain,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0001.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha   WKB\arxiv_0708.4355.md
NPP_0005,alpha_decay_wkb,arxiv_1111.0505,PASS,通过,0,无。,16,0,New approach for alpha decay half-lives of superheavy nuclei and applicability of WKB approximation,New approach for alpha decay half-lives of superheavy nuclei and applicability of WKB approximation,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0005.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha   WKB\arxiv_1111.0505.md
NPP_0029,alpha_decay_liquid_drop,arxiv_1007.1524,PASS,通过,0,无。,18,1,A new phenomenological formula for ground state binding energies,A new phenomenological formula for ground state binding energies,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0029.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_液滴模型\arxiv_1007.1524.md
NPP_0031,alpha_decay_liquid_drop,arxiv_1603.07091,PASS,通过,0,无。,11,0,Extended systematics of alpha decay half lives for exotic superheavy nuclei,Extended systematics of alpha decay half lives for exotic superheavy nuclei,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0031.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_液滴模型\arxiv_1603.07091.md
NPP_0040,alpha_decay_liquid_drop,arxiv_2504.01401,PASS,通过,0,无。,14,0,Systematic study of ?-decay half-lives of superheavy nuclei based on Coulomb and proximity potential models with temperature effects,Systematic study of ?-decay half-lives of superheavy nuclei based on Coulomb and proximity potential models with temperature effects,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0040.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_液滴模型\arxiv_2504.01401.md
NPP_0041,alpha_decay_liquid_drop,arxiv_2512.22057,PASS,通过,0,无。,15,0,"Unified Royer Law Revision for $\alpha$ -Decay Half-Lives: Shell Corrections, Pairing, and Orbital-Angular-Momentum","Unified Royer Law Revision for $\alpha$ -Decay Half-Lives: Shell Corrections, Pairing, and Orbital-Angular-Momentum",D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0041.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_液滴模型\arxiv_2512.22057.md
NPP_0042,alpha_decay_liquid_drop,arxiv_nucl-ex_0703038,PASS,通过,0,无。,11,0,THE GENERALIZED LIQUID DROP MODEL ALPHA-DECAY FORMULA: PREDICTABILITY ANALYSIS AND SUPER-HEAVY ELEMENT ALPHA HALF-LIVES,THE GENERALIZED LIQUID DROP MODEL ALPHA-DECAY FORMULA: PREDICTABILITY ANALYSIS AND SUPER-HEAVY ELEMENT ALPHA HALF-LIVES,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0042.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_液滴模型\arxiv_nucl-ex_0703038.md
NPP_0051,alpha_decay_shell_model,7_GSM_Ti44_2023,PASS,通过,0,无。,18,2,Alpha-decay from $^ { 4 4 }$ Ti: A study of the microscopic clusterization,Alpha-decay from $^ { 4 4 }$ Ti: A study of the microscopic clusterization,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0051.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\7_GSM_Ti44_2023.md
NPP_0052,alpha_decay_shell_model,8_DBHF_shell_2025,PASS,通过,0,无。,17,0,$\alpha$ -decay half-lives and $\alpha$ -cluster preformation factors of nuclei around $N = Z$ line,$\alpha$ -decay half-lives and $\alpha$ -cluster preformation factors of nuclei around $N = Z$ line,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0052.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\8_DBHF_shell_2025.md
NPP_0053,alpha_decay_shell_model,9_SMCM_Z82N126_2021,PASS,通过,0,无。,21,4,$\alpha$ -cluster structures above double shell closures via double-folding potentials from chiral effective field theory,$\alpha$ -cluster structures above double shell closures via double-folding potentials from chiral effective field theory,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0053.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\9_SMCM_Z82N126_2021.md
